Run_number,Counts
32.0,8157593.0
32.0,3622.0
32.0,4912.0
32.0,5556.0
32.0,6520.0
32.0,3799.0
32.0,3732.0
32.0,4783.0
32.0,3866.0
32.0,3701.0
32.0,5490.0
32.0,3426.0
32.0,4970.0
32.0,3723.0
32.0,2241.0
32.0,1734.0
32.0,3441.0
32.0,511.0
32.0,3335.0
32.0,6819.0
32.0,3068.0
32.0,3705.0
32.0,4649.0
32.0,6479.0
32.0,2482.0
32.0,2780.0
32.0,450.0
32.0,349.0
32.0,2231.0
32.0,6681.0
32.0,5965.0
32.0,2697.0
32.0,2151.0
32.0,2255.0
32.0,3399.0
32.0,4487.0
32.0,2287.0
32.0,2245.0
32.0,4095.0
32.0,2940.0
32.0,3845.0
32.0,4606.0
32.0,2562.0
32.0,3959.0
32.0,4198.0
32.0,4199.0
32.0,3738.0
32.0,4303.0
32.0,4740.0
32.0,6736.0
32.0,1092.0
32.0,3081.0
32.0,3753.0
32.0,2039.0
32.0,1220.0
32.0,5345.0
32.0,2521.0
32.0,3948.0
32.0,3368.0
32.0,3667.0
32.0,1973.0
32.0,4397.0
32.0,1802.0
32.0,4756.0
32.0,4008.0
32.0,7970.0
32.0,4478.0
32.0,3708.0
32.0,4981.0
32.0,3564.0
32.0,2698.0
32.0,3095.0
32.0,1762.0
32.0,3672.0
32.0,3426.0
32.0,1996.0
32.0,2125.0
32.0,1260.0
32.0,18.0
32.0,2020.0
32.0,335.0
32.0,916.0
32.0,550.0
32.0,5373.0
32.0,3648.0
32.0,4246.0
32.0,1519.0
32.0,1849.0
32.0,805.0
32.0,2069.0
32.0,3104.0
32.0,2539.0
32.0,2403.0
32.0,3355.0
32.0,2270.0
32.0,3803.0
32.0,618.0
32.0,361.0
32.0,891.0
32.0,3518.0
32.0,2190.0
53.0,-23422.0
53.0,-22823.0
53.0,-22957.0
53.0,-20748.0
53.0,-16631.0
53.0,-15196.0
53.0,-11963.0
53.0,-12115.0
53.0,-10921.0
53.0,-11235.0
53.0,-12185.0
53.0,-13486.0
53.0,-12052.0
53.0,-11144.0
53.0,-9168.0
53.0,-7732.0
53.0,-9151.0
53.0,-10373.0
53.0,-8796.0
53.0,-7052.0
53.0,-5133.0
53.0,-7789.0
53.0,-8453.0
53.0,-7715.0
53.0,-8330.0
53.0,-8114.0
53.0,-6317.0
53.0,-6399.0
53.0,-9088.0
53.0,-8074.0
53.0,-8275.0
53.0,-5815.0
53.0,-5378.0
53.0,-7967.0
53.0,-6457.0
53.0,-4856.0
53.0,-7019.0
53.0,-4819.0
53.0,-4822.0
53.0,-5565.0
53.0,-4597.0
53.0,-3312.0
53.0,-4716.0
53.0,-4675.0
53.0,-5379.0
53.0,-4708.0
53.0,-3426.0
53.0,-5868.0
53.0,-3969.0
53.0,-2064.0
53.0,-5323.0
53.0,-4444.0
53.0,-1948.0
53.0,-2849.0
53.0,-3754.0
53.0,-4694.0
53.0,-3558.0
53.0,-3993.0
53.0,-1878.0
53.0,-3716.0
53.0,-1589.0
53.0,-2608.0
53.0,-1500.0
53.0,-1189.0
53.0,-2830.0
53.0,-3017.0
53.0,-4028.0
53.0,-3774.0
53.0,-3279.0
53.0,-789.0
53.0,-991.0
53.0,595.0
53.0,-2708.0
53.0,-1250.0
53.0,-284.0
53.0,-3237.0
53.0,-643.0
53.0,420.0
53.0,-650.0
53.0,-1913.0
53.0,1146.0
53.0,-1000.0
53.0,-1655.0
53.0,-735.0
53.0,136.0
53.0,1361.0
53.0,328.0
53.0,-928.0
53.0,-84.0
53.0,-2683.0
53.0,-678.0
53.0,-693.0
53.0,549.0
53.0,-2517.0
53.0,-618.0
53.0,-2067.0
53.0,-1442.0
53.0,-42.0
53.0,-688.0
53.0,687.0
53.0,2994724.0
53.0,2984262.0
53.0,3032249.0
53.0,3156811.0
53.0,3227200.0
53.0,3376053.0
53.0,3380566.0
53.0,3358011.0
53.0,3429534.0
53.0,3534357.0
53.0,3471892.0
53.0,3485176.0
53.0,3522343.0
53.0,3620011.0
53.0,3662764.0
53.0,3682768.0
53.0,3707160.0
53.0,3800261.0
53.0,3917598.0
53.0,3966926.0
53.0,3991213.0
53.0,3937301.0
53.0,4088752.0
53.0,4161019.0
53.0,4088252.0
53.0,4276255.0
53.0,4253539.0
53.0,4244370.0
53.0,4325465.0
53.0,4376390.0
53.0,4482876.0
53.0,4471146.0
53.0,4396326.0
53.0,4424639.0
53.0,4577022.0
53.0,4604273.0
53.0,4617506.0
53.0,4738185.0
53.0,4730015.0
53.0,4833005.0
53.0,4851486.0
53.0,4911914.0
53.0,5046313.0
53.0,5052626.0
53.0,5075446.0
53.0,5110197.0
53.0,5109776.0
53.0,5242952.0
53.0,5276117.0
53.0,5364463.0
53.0,5397419.0
53.0,5359696.0
53.0,5465337.0
53.0,5353404.0
53.0,5452528.0
53.0,5565780.0
53.0,5530585.0
53.0,5556513.0
53.0,5569685.0
53.0,5742254.0
53.0,5719405.0
53.0,5740311.0
53.0,5840576.0
53.0,6111307.0
53.0,5936422.0
53.0,5956351.0
53.0,6036152.0
53.0,6179392.0
53.0,5919899.0
53.0,6008081.0
53.0,6179557.0
53.0,6324746.0
53.0,6229251.0
53.0,6331245.0
53.0,6273552.0
53.0,6355138.0
53.0,6418185.0
53.0,6412295.0
53.0,6351055.0
53.0,6413261.0
53.0,6347869.0
53.0,6646368.0
53.0,6580551.0
53.0,6688394.0
53.0,6693196.0
53.0,6731236.0
53.0,6769183.0
53.0,6755158.0
53.0,6743784.0
53.0,6764499.0
53.0,6815653.0
53.0,6785175.0
53.0,7073495.0
53.0,6854334.0
53.0,7019817.0
53.0,7045656.0
53.0,7216208.0
53.0,7129830.0
53.0,7168426.0
53.0,7309043.0
53.0,7237001.0
53.0,7289231.0
53.0,7441564.0
53.0,7416236.0
53.0,7385742.0
53.0,7405516.0
53.0,7660092.0
53.0,7694856.0
53.0,7575042.0
53.0,7712699.0
53.0,7886250.0
53.0,7648969.0
53.0,7815099.0
53.0,7808375.0
53.0,7779780.0
53.0,7783387.0
53.0,8040141.0
53.0,7902365.0
53.0,7963049.0
53.0,8047083.0
53.0,8098396.0
53.0,8171990.0
53.0,8024221.0
53.0,8069637.0
53.0,8184826.0
53.0,8215038.0
53.0,8275442.0
53.0,8075284.0
53.0,8290616.0
53.0,8396967.0
53.0,8335307.0
53.0,8322337.0
53.0,8447220.0
53.0,8432331.0
53.0,8249301.0
53.0,8494960.0
53.0,8555377.0
53.0,8504673.0
53.0,8620656.0
53.0,8785530.0
53.0,8537822.0
53.0,8566480.0
53.0,8693494.0
53.0,8620413.0
53.0,8781524.0
53.0,8658520.0
53.0,8765438.0
53.0,8800539.0
53.0,8948956.0
53.0,8952341.0
53.0,9219810.0
53.0,9133599.0
53.0,9216968.0
53.0,9358155.0
53.0,9416773.0
53.0,9336613.0
53.0,9286339.0
53.0,9228577.0
53.0,9186314.0
53.0,9304467.0
53.0,9198943.0
53.0,9193204.0
53.0,9268910.0
53.0,9243656.0
53.0,9329444.0
53.0,9444059.0
53.0,9478370.0
53.0,9432150.0
53.0,9786419.0
53.0,9659289.0
53.0,9591410.0
53.0,9656937.0
53.0,9848434.0
53.0,9852808.0
53.0,9748461.0
53.0,9886103.0
53.0,10088178.0
53.0,9914129.0
53.0,9802318.0
53.0,10007115.0
53.0,9801690.0
53.0,9958098.0
53.0,10151910.0
53.0,10182776.0
53.0,9928493.0
53.0,10040822.0
53.0,10091985.0
53.0,10170681.0
53.0,10190091.0
53.0,10340613.0
53.0,10341523.0
53.0,10214102.0
53.0,10274492.0
53.0,10449928.0
53.0,10190318.0
53.0,10150091.0
53.0,10401150.0
53.0,10631092.0
53.0,10377041.0
53.0,-2825.0
53.0,-3891.0
53.0,-4036.0
53.0,-3001.0
53.0,-3339.0
53.0,-3178.0
53.0,-3690.0
53.0,-1983.0
53.0,-2960.0
53.0,5.0
53.0,-2274.0
53.0,-4642.0
53.0,-2543.0
53.0,-2883.0
53.0,-3148.0
53.0,534.0
53.0,-3188.0
53.0,-915.0
53.0,-3194.0
53.0,-1063.0
53.0,-3052.0
53.0,-3229.0
53.0,-1208.0
53.0,439.0
53.0,-1183.0
53.0,-292.0
53.0,69.0
53.0,-779.0
53.0,771.0
53.0,-1019.0
53.0,-3402.0
53.0,-2038.0
53.0,-7710.0
53.0,-6388.0
53.0,-5783.0
53.0,-3280.0
53.0,-3157.0
53.0,-3601.0
53.0,-4825.0
53.0,-3890.0
53.0,-4091.0
53.0,-39.0
53.0,-1568.0
53.0,-1177.0
53.0,-4498.0
53.0,-4427.0
53.0,-4937.0
53.0,-1829.0
53.0,-3113.0
53.0,-4982.0
53.0,-5985.0
53.0,-1866.0
53.0,-3738.0
53.0,-4573.0
53.0,-4371.0
53.0,-2001.0
53.0,-4514.0
53.0,-2843.0
53.0,-3894.0
53.0,-3968.0
53.0,-5672.0
53.0,-3303.0
53.0,-3720.0
53.0,-1836.0
53.0,-2866.0
53.0,-2814.0
53.0,-3999.0
53.0,-3224.0
53.0,-1190.0
53.0,3373.0
53.0,74.0
53.0,1744.0
53.0,-409.0
53.0,-2517.0
53.0,-4889.0
53.0,-3664.0
53.0,-3491.0
53.0,-4719.0
53.0,-4190.0
53.0,-1459.0
53.0,-4721.0
53.0,-4046.0
53.0,-5489.0
53.0,-5719.0
53.0,-3299.0
53.0,1952.0
53.0,-2531.0
53.0,-376.0
53.0,-2382.0
53.0,-3394.0
53.0,-3912.0
53.0,-1087.0
53.0,-1496.0
53.0,-2004.0
53.0,-2401.0
53.0,-1454.0
53.0,1641.0
53.0,-325.0
53.0,-540.0
53.0,538.0
65.0,-6155.0
65.0,-5523.0
65.0,-3930.0
65.0,-5476.0
65.0,-10500.0
65.0,-6130.0
65.0,-2342.0
65.0,-3004.0
65.0,-4102.0
65.0,-5591.0
65.0,-3377.0
65.0,-5493.0
65.0,-5106.0
65.0,-7457.0
65.0,-5974.0
65.0,-1340.0
65.0,-3943.0
65.0,-2376.0
65.0,-3647.0
65.0,-1003.0
65.0,1153.0
65.0,-189.0
65.0,-2175.0
65.0,1825.0
65.0,-3038.0
65.0,-2545.0
65.0,-5220.0
65.0,-3877.0
65.0,-3728.0
65.0,-2720.0
65.0,-2891.0
65.0,-4495.0
65.0,-1224.0
65.0,-531.0
65.0,1481.0
65.0,-83.0
65.0,736.0
65.0,712.0
65.0,602.0
65.0,-2025.0
65.0,-2991.0
65.0,1542.0
65.0,230.0
65.0,-3866.0
65.0,1032.0
65.0,-240.0
65.0,4018.0
65.0,614.0
65.0,3076.0
65.0,3298.0
65.0,1445.0
65.0,2559.0
65.0,-1193.0
65.0,-2681.0
65.0,-4493.0
65.0,-475.0
65.0,-1646.0
65.0,-2295.0
65.0,-2352.0
65.0,1138.0
65.0,-2275.0
65.0,-1752.0
65.0,986.0
65.0,1061.0
65.0,-1138.0
65.0,-19.0
65.0,3992.0
65.0,2357.0
65.0,1660.0
65.0,-1148.0
65.0,-379.0
65.0,-782.0
65.0,893.0
65.0,3376.0
65.0,657.0
65.0,1202.0
65.0,1960.0
65.0,590.0
65.0,-559.0
65.0,279.0
65.0,912.0
65.0,-317.0
65.0,-961.0
65.0,-3524.0
65.0,1217.0
65.0,1611.0
65.0,1376.0
65.0,2987.0
65.0,2829.0
65.0,2496.0
65.0,1461.0
65.0,2057.0
65.0,1330.0
65.0,499.0
65.0,4134.0
65.0,2365.0
65.0,-277.0
65.0,-269.0
65.0,2900.0
65.0,-197.0
65.0,2080602.0
65.0,2193642.0
65.0,2230823.0
65.0,2255960.0
65.0,2293357.0
65.0,2401463.0
65.0,2403262.0
65.0,2365591.0
65.0,2424145.0
65.0,2480912.0
65.0,2507732.0
65.0,2540320.0
65.0,2585287.0
65.0,2620101.0
65.0,2680155.0
65.0,2668209.0
65.0,2765930.0
65.0,2757608.0
65.0,2799194.0
65.0,2815042.0
65.0,2872021.0
65.0,2882456.0
65.0,2866963.0
65.0,2945595.0
65.0,2983525.0
65.0,2949958.0
65.0,3040748.0
65.0,3076159.0
65.0,3101118.0
65.0,3142887.0
65.0,3217141.0
65.0,3205016.0
65.0,3221220.0
65.0,3241624.0
65.0,3333460.0
65.0,3281380.0
65.0,3356640.0
65.0,3371153.0
65.0,3403421.0
65.0,3442853.0
65.0,3461681.0
65.0,3485789.0
65.0,3526582.0
65.0,3586354.0
65.0,3589869.0
65.0,3669524.0
65.0,3663391.0
65.0,3684923.0
65.0,3802220.0
65.0,3797464.0
65.0,3782001.0
65.0,3835485.0
65.0,3896266.0
65.0,3934846.0
65.0,3906492.0
65.0,3976994.0
65.0,4005717.0
65.0,4005004.0
65.0,4027486.0
65.0,4128877.0
65.0,4063337.0
65.0,4085008.0
65.0,4077983.0
65.0,4286440.0
65.0,4184599.0
65.0,4203805.0
65.0,4266854.0
65.0,4367827.0
65.0,4320765.0
65.0,4347001.0
65.0,4369341.0
65.0,4418344.0
65.0,4458674.0
65.0,4525882.0
65.0,4589963.0
65.0,4582381.0
65.0,4632007.0
65.0,4746864.0
65.0,4666942.0
65.0,4750365.0
65.0,4745892.0
65.0,4741282.0
65.0,4780629.0
65.0,4758443.0
65.0,4837917.0
65.0,4863782.0
65.0,4821901.0
65.0,4861543.0
65.0,5104831.0
65.0,5013385.0
65.0,4960212.0
65.0,5015699.0
65.0,5115011.0
65.0,5051098.0
65.0,5144854.0
65.0,5134888.0
65.0,5087560.0
65.0,5100766.0
65.0,5230946.0
65.0,5230835.0
65.0,5198026.0
65.0,5304034.0
65.0,5367677.0
65.0,5517120.0
65.0,5420561.0
65.0,5412912.0
65.0,5560262.0
65.0,5538324.0
65.0,5577533.0
65.0,5540742.0
65.0,5570197.0
65.0,5616130.0
65.0,5609259.0
65.0,5572567.0
65.0,5684249.0
65.0,5771517.0
65.0,5885090.0
65.0,5942772.0
65.0,5923897.0
65.0,5892315.0
65.0,5775422.0
65.0,6011443.0
65.0,5907631.0
65.0,5848054.0
65.0,5944090.0
65.0,6111048.0
65.0,5906064.0
65.0,6044468.0
65.0,6036947.0
65.0,6049514.0
65.0,6078925.0
65.0,6236565.0
65.0,6332269.0
65.0,6205554.0
65.0,6222579.0
65.0,6300468.0
65.0,6309992.0
65.0,6104783.0
65.0,6262650.0
65.0,6219091.0
65.0,6405571.0
65.0,6361654.0
65.0,6472178.0
65.0,6392723.0
65.0,6417731.0
65.0,6434369.0
65.0,6579154.0
65.0,6513983.0
65.0,6607073.0
65.0,6476882.0
65.0,6675553.0
65.0,6719421.0
65.0,6693075.0
65.0,6651670.0
65.0,6626749.0
65.0,6721000.0
65.0,6738040.0
65.0,6758224.0
65.0,6861961.0
65.0,6792719.0
65.0,6849290.0
65.0,6979765.0
65.0,6975741.0
65.0,6904638.0
65.0,7266402.0
65.0,7069344.0
65.0,6972469.0
65.0,6929219.0
65.0,7006235.0
65.0,6972876.0
65.0,6996408.0
65.0,7119972.0
65.0,7141292.0
65.0,7140148.0
65.0,7214287.0
65.0,7299387.0
65.0,7125934.0
65.0,7219075.0
65.0,7214692.0
65.0,7488624.0
65.0,7279253.0
65.0,7265367.0
65.0,7413803.0
65.0,7355348.0
65.0,7363569.0
65.0,7411373.0
65.0,7577963.0
65.0,7443216.0
65.0,7556347.0
65.0,7475268.0
65.0,7702493.0
65.0,7486342.0
65.0,7538636.0
65.0,7761829.0
65.0,7554222.0
65.0,7597173.0
65.0,7625176.0
65.0,7593547.0
65.0,7688666.0
65.0,7223.0
65.0,4318.0
65.0,4076.0
65.0,3623.0
65.0,4542.0
65.0,3814.0
65.0,5774.0
65.0,2312.0
65.0,1930.0
65.0,4524.0
65.0,690.0
65.0,6858.0
65.0,5128.0
65.0,3511.0
65.0,3396.0
65.0,3466.0
65.0,-127.0
65.0,4859.0
65.0,3486.0
65.0,3959.0
65.0,2676.0
65.0,5121.0
65.0,1517.0
65.0,3664.0
65.0,3704.0
65.0,4683.0
65.0,3524.0
65.0,3578.0
65.0,1724.0
65.0,2059.0
65.0,1109.0
65.0,4197.0
65.0,6224.0
65.0,4311.0
65.0,3007.0
65.0,4716.0
65.0,4282.0
65.0,-327.0
65.0,1117.0
65.0,4791.0
65.0,2502.0
65.0,4283.0
65.0,3101.0
65.0,4399.0
65.0,629.0
65.0,2966.0
65.0,2910.0
65.0,360.0
65.0,607.0
65.0,2772.0
65.0,3383.0
65.0,2689.0
65.0,98.0
65.0,3806.0
65.0,1585.0
65.0,4237.0
65.0,-278.0
65.0,2179.0
65.0,-1137.0
65.0,6104.0
65.0,5565.0
65.0,5508.0
65.0,4226.0
65.0,3451.0
65.0,2443.0
65.0,1461.0
65.0,1678.0
65.0,2401.0
65.0,1869.0
65.0,139.0
65.0,1677.0
65.0,965.0
65.0,982.0
65.0,2224.0
65.0,4337.0
65.0,6690.0
65.0,2840.0
65.0,1830.0
65.0,1670.0
65.0,1612.0
65.0,3033.0
65.0,3250.0
65.0,2525.0
65.0,6487.0
65.0,4887.0
65.0,1847.0
65.0,1026.0
65.0,3243.0
65.0,3579.0
65.0,3571.0
65.0,2070.0
65.0,6369.0
65.0,2400.0
65.0,5157.0
65.0,517.0
65.0,2633.0
65.0,3355.0
65.0,3404.0
65.0,1699.0
65.0,4434.0
75.0,-17247.0
75.0,-12608.0
75.0,-13377.0
75.0,-14223.0
75.0,-13381.0
75.0,-15264.0
75.0,-15577.0
75.0,-12489.0
75.0,-13529.0
75.0,-12664.0
75.0,-10952.0
75.0,-7888.0
75.0,-11475.0
75.0,-10563.0
75.0,-9156.0
75.0,-9646.0
75.0,-13361.0
75.0,-13132.0
75.0,-13399.0
75.0,-10430.0
75.0,-5307.0
75.0,-2455.0
75.0,-8233.0
75.0,-10588.0
75.0,-9820.0
75.0,-9106.0
75.0,-9622.0
75.0,-8881.0
75.0,-8478.0
75.0,-11965.0
75.0,-12560.0
75.0,-8539.0
75.0,-6449.0
75.0,-5015.0
75.0,-6756.0
75.0,-7195.0
75.0,-10513.0
75.0,-11430.0
75.0,-10566.0
75.0,-6853.0
75.0,-8237.0
75.0,-9215.0
75.0,-10285.0
75.0,-9252.0
75.0,-7583.0
75.0,-1682.0
75.0,-3369.0
75.0,-5576.0
75.0,-8971.0
75.0,-8877.0
75.0,-7411.0
75.0,-5694.0
75.0,-5406.0
75.0,-5025.0
75.0,-6140.0
75.0,-5609.0
75.0,-8894.0
75.0,-4291.0
75.0,-4770.0
75.0,-2274.0
75.0,-2825.0
75.0,-5785.0
75.0,-4926.0
75.0,-1129.0
75.0,-1787.0
75.0,-888.0
75.0,-2633.0
75.0,-1611.0
75.0,-3481.0
75.0,-3257.0
75.0,-1543.0
75.0,-2124.0
75.0,-2202.0
75.0,-742.0
75.0,-901.0
75.0,614.0
75.0,-2117.0
75.0,-786.0
75.0,-5050.0
75.0,-2301.0
75.0,-281.0
75.0,685.0
75.0,-363.0
75.0,-2078.0
75.0,-3648.0
75.0,-2306.0
75.0,-866.0
75.0,594.0
75.0,-4032.0
75.0,-3602.0
75.0,-4777.0
75.0,-1577.0
75.0,-2976.0
75.0,-1017.0
75.0,-4301.0
75.0,-3870.0
75.0,-1839.0
75.0,1129.0
75.0,-580.0
75.0,-1062.0
75.0,2749130.0
75.0,2826030.0
75.0,2804962.0
75.0,2884495.0
75.0,3014878.0
75.0,3025660.0
75.0,3017661.0
75.0,3094102.0
75.0,3126513.0
75.0,3182612.0
75.0,3228515.0
75.0,3266408.0
75.0,3249262.0
75.0,3340222.0
75.0,3402346.0
75.0,3494366.0
75.0,3477600.0
75.0,3540360.0
75.0,3585526.0
75.0,3692871.0
75.0,3621279.0
75.0,3682251.0
75.0,3734766.0
75.0,3816519.0
75.0,3862639.0
75.0,3882044.0
75.0,3916976.0
75.0,3974251.0
75.0,3958994.0
75.0,4031040.0
75.0,4106928.0
75.0,4128376.0
75.0,4113929.0
75.0,4184360.0
75.0,4227728.0
75.0,4286068.0
75.0,4258193.0
75.0,4351075.0
75.0,4434385.0
75.0,4497610.0
75.0,4537178.0
75.0,4594905.0
75.0,4602822.0
75.0,4644413.0
75.0,4723100.0
75.0,4618369.0
75.0,4633828.0
75.0,4662241.0
75.0,4835996.0
75.0,4846511.0
75.0,4948197.0
75.0,4974498.0
75.0,5068962.0
75.0,5091495.0
75.0,5132984.0
75.0,5168667.0
75.0,5209085.0
75.0,5296800.0
75.0,5332328.0
75.0,5475531.0
75.0,5484022.0
75.0,5510468.0
75.0,5587448.0
75.0,5562383.0
75.0,5537754.0
75.0,5536482.0
75.0,5700653.0
75.0,5674886.0
75.0,5745969.0
75.0,5672862.0
75.0,5776934.0
75.0,5730758.0
75.0,5755475.0
75.0,5997175.0
75.0,5938278.0
75.0,5900419.0
75.0,6041293.0
75.0,6089970.0
75.0,6060315.0
75.0,6073246.0
75.0,6129656.0
75.0,6245795.0
75.0,6263501.0
75.0,6223757.0
75.0,6323861.0
75.0,6312086.0
75.0,6215188.0
75.0,6390580.0
75.0,6493140.0
75.0,6361272.0
75.0,6504752.0
75.0,6609582.0
75.0,6536487.0
75.0,6582643.0
75.0,6624529.0
75.0,6654926.0
75.0,6581234.0
75.0,6693942.0
75.0,6802832.0
75.0,6827111.0
75.0,6840724.0
75.0,6932836.0
75.0,6972833.0
75.0,6934714.0
75.0,7022899.0
75.0,7149535.0
75.0,7150638.0
75.0,7186892.0
75.0,7219649.0
75.0,7333845.0
75.0,7301818.0
75.0,7276214.0
75.0,7268758.0
75.0,7451748.0
75.0,7346433.0
75.0,7416490.0
75.0,7441013.0
75.0,7530022.0
75.0,7484301.0
75.0,7624110.0
75.0,7645216.0
75.0,7592009.0
75.0,7742448.0
75.0,7703410.0
75.0,7677788.0
75.0,7649429.0
75.0,7619718.0
75.0,7732992.0
75.0,7796333.0
75.0,7904760.0
75.0,7966844.0
75.0,8134297.0
75.0,7948902.0
75.0,7985510.0
75.0,7920447.0
75.0,8188195.0
75.0,8197002.0
75.0,8036835.0
75.0,8269843.0
75.0,8162981.0
75.0,8179723.0
75.0,8217339.0
75.0,8301592.0
75.0,8327883.0
75.0,8294542.0
